paper,score
Impact of Evolution of Concerns in the Model-Driven Architecture Design Approach.,0.46763611957237433
SAT-based Induction for Temporal Safety Properties.,0.4675045624709518
Causality Versus True-Concurrency.,0.4674534362402245
Web Accessibility Evaluation Tools: A Survey and Some Improvements.,0.46684742327719153
lambda-calculus and Quantitative Program Analysis: (Extended Abstract).,0.46661881601845434
Modular Structural Operational Semantics with Strategies.,0.466424795421832
Termination Criteria for DPO Transformations with Injective Matches.,0.46578507068228564
A Process Calculus of Atomic Commit.,0.4651481053245841
On the Visual Representation of Configuration in Reconfigurable Computing.,0.4642930455014376
Silver: an Extensible Attribute Grammar System.,0.46411363752000756
Visualization of Spatial Data Structures on Different Levels of Abstraction.,0.46299175563186273
Semi-Supervised Mean Fields.,0.46292237587502816
Algebraic Semantics for Coalgebraic Logics.,0.46280244223153977
Fast Kernel ICA using an Approximate Newton Method.,0.46263832563377
An Isomorph-Free SEM-Like Enumeration of Models.,0.46197837481844645
Policy-Gradients for PSRs and POMDPs.,0.4616083996048661
Foundations of Vagueness : a Category-theoretic Approach.,0.46132148161005754
On Interpolation Problem in Paraconsistent Extensions of the Minimal Logic.,0.4612339669850317
Continuous-Time Probabilistic KLAIM.,0.46116949284404685
A Boosting Algorithm for Label Covering in Multilabel Problems.,0.46031341607916193
A Case Study in Parallel Verification of Component-Based Systems.,0.45877021249774
Ensuring the Correctness of Lightweight Tactics for JavaCard Dynamic Logic.,0.4587580733329906
Unsupervised Feature Selection for Pattern Discovery in Seismic Wavefields.,0.45805433416756597
Continuous Testing in Eclipse.,0.4575239014727977
Abstract Regular Tree Model Checking.,0.45748155544532115
XRT- Exploring Runtime for .NET Architecture and Applications.,0.4571391945609398
Model Transformation From VisualOCL to OCL Using Graph Transformation.,0.45468169144308923
Rule-based Programs Describing Internet Security Protocols.,0.4533839303856453
What You Lose is What You Leak: Information Leakage in Declassification Policies.,0.45300891572071667
JHAVÉ - More Visualizers (and Visualizations) Needed.,0.45290667798975826
An Information Geometry Approach for Distance Metric Learning.,0.4526500380091446
Mixture of Watson Distributions: A Generative Model for Hyperspherical Embeddings.,0.4522643649756839
"AClass: A simple, online, parallelizable algorithm for probabilistic classification.",0.4522215317501068
A Calculus for Team Automata.,0.4521903856230636
Monads and Adjunctions for Global Exceptions.,0.4517077822522216
Hierarchical Beta Processes and the Indian Buffet Process.,0.4509977817946217
Class and Capsule Refinement in UML for Real Time.,0.450903802041948
Emerge and spread models and word burstiness.,0.4496859107106371
A Petri Net Based Method for Refining Object Oriented System Specifications.,0.4496600406696808
Incorporating Prior Knowledge on Features into Learning.,0.4493435288862999
Deconstructing Alice and Bob.,0.4484947633141159
On the Relationship Between Feature Selection and Classification Accuracy.,0.44838353090742517
Shared Hash Tables in Parallel Model Checking.,0.44767555980624396
Formal Semantics of OCL Messages.,0.445026703382682
Component Identification Through Program Slicing.,0.4449149679774067
Prototyping SOS Meta-theory in Maude.,0.4448816819040178
Formal Analysis of Streaming Downloading Protocol for System Upgrading.,0.44452091075316014
Model-based Runtime Verification Framework for Self-optimizing Systems.,0.4444008148221786
Formal Verification of the IEEE 802.1D Spanning Tree Protocol Using Extended ,0.4443409150764775
CTL-Property Transformations Along an Incremental Design Process.,0.44423111166087514
Multi-Clock Latency-Insensitive Architecture and Wrapper Synthesis.,0.4439141509470418
Fair Pi.,0.4438401072773035
Runtime Verification of Concurrent Haskell Programs.,0.44319526455915464
Performance Guarantees for Information Theoretic Active Inference.,0.443107611961769
Estimating Tree-Structured Covariance Matrices via Mixed-Integer Programming.,0.44294229706854016
The Category Theoretic Understanding of Universal Algebra: Lawvere Theories and Monads.,0.44274730160897763
Angelic Nondeterminism and Unifying Theories of Programming.,0.4427051631946706
The Amsterdam Toolkit for Language Archaeology.,0.4421316746730896
Expansion: the Crucial Mechanism for Type Inference with Intersection Types: A Survey and Explanation.,0.4420005824728714
Minimum Volume Embedding.,0.44150752408179966
Effective and Efficient Compilation of Run-Time Generics in Java.,0.44102984937593837
Security Policies as Membranes in Systems for Global Computing.,0.44096270612683214
T-homotopy and Refinement of Observation (I): Introduction.,0.4409594553859731
Derivation of a Scalable Lock-Free Stack Algorithm.,0.4404824550650488
Inductive Transfer for Bayesian Network Structure Learning.,0.44041373600562983
Learning Markov Structure by Maximum Entropy Relaxation.,0.4401508661385314
A Latent Space Approach to Dynamic Embedding of Co-occurrence Data.,0.439923042825135
Efficient Reduction Techniques for Systems with Many Components.,0.43954102322945837
Model Driven Development of Security Aspects.,0.43890041053626905
Using CafeOBJ to Mechanise Refactoring Proofs and Application.,0.4387678304447968
Visualizations in Preparing for Programming Exercise Sessions.,0.43712795304713803
Information Retrieval by Inferring Implicit Queries from Eye Movements.,0.4369534659669592
A Scalable Evidence Based Self-Managing Framework for Trust Management.,0.4364054096011084
TSAT++: an Open Platform for Satisfiability Modulo Theories.,0.43615975916798927
Fast State Discovery for HMM Model Selection and Learning.,0.4352072960212225
The metafront System: Extensible Parsing and Transformation.,0.43298752244269506
Validating Behavioral Component Interfaces in Rewriting Logic.,0.4329463404587767
Monte Carlo Methods for Process Algebra.,0.4322957974055655
A Logic for Application Level QoS.,0.43167338817776524
Coinduction in Control of Partially Observed Discrete-Event Systems.,0.43154815408595737
Symbolic Model Checking for Channel-based Component Connectors.,0.43093571639844824
"A Rule-Based, Integrated Modelling Approach for Object-Oriented Systems.",0.42924366286786736
Compressing Propositional Refutations.,0.4287818640518343
Reasoning with Graphs.,0.4282735760029912
Comonadic Notions of Computation.,0.42811156745240475
"Java Bytecode Transformations for Efficient, Portable CPU Accounting.",0.42769270750323046
Infinitary Howe's Method.,0.4261204431321506
A Framework for Establishing Formal Conformance between Object Models and Object-Oriented Programs.,0.4260488332963433
Mixed Rational Assessments of Possibility and Probability Measures.,0.426026153593228
A Graph-based Semantics For Object-oriented Programming Constructs.,0.4249701861879247
A Coding Rule Conformance Checker Integrated into GCC.,0.4237893955609944
Bisimulation and Simulation Relations for Markov Chains.,0.4235387656482284
Component Substitutability via Equivalencies of Component-Interaction Automata.,0.4234215058906652
V for Virtual.,0.4230896473747936
From Reversible to Irreversible Computations.,0.42268955224541566
Algebraic Information Theory For Binary Channels.,0.4222577318055849
Metric Learning for Kernel Regression.,0.4214602928118015
Macros for Interaction Nets: A Conservative Extension of Interaction Nets.,0.4214199811101315
A Rewrite Framework for Language Definitions and for Generation of Efficient Interpreters.,0.4210801075870411
Frameworks Based on Templates for Rigorous Model-driven Development.,0.42099513469395883
A Graph Abstract Machine Describing Event Structure Composition.,0.420809613022137
A Hybridization of Irreflexive Modal Logics.,0.4206286273679111
An Adaptation-based Approach to Incrementally Build Component Systems.,0.4203321318112123
De-linearizing Linearity: Projective Quantum Axiomatics From Strong Compact Closure.,0.4198570848641659
A Compiler for Mapping a Rule-Based Event-Triggered Program to a Hardware Engine.,0.41984728070555033
Biomolecular Agents as Multi-behavioural Concurrent Objects.,0.4195213190858268
Feature Ranking Using Linear SVM.,0.4194968064370047
Semi-Automated Component-Based Development of Formally Verified Software.,0.418878717685027
Efficient active learning with generalized linear models.,0.4188017346635408
Towards a Rigorous Approach to UML-Based Development.,0.41855741945131225
Structuring Optimizing Transformations and Proving Them Sound.,0.417523258734067
Automated Techniques for Surviving (Otherwise) Fatal Software Errors.,0.4174633893395366
A WOWA-based Aggregation Technique on Trust Values Connected to Metadata.,0.41700912601426976
Normalization by Evaluation for Martin-Löf Type Theory with One Universe.,0.4164648229651921
From Functional Programs to Interaction Nets via the Rewriting Calculus.,0.4161899183331206
The Laplacian Eigenmaps Latent Variable Model.,0.4161419905628287
Coordination by Timers for Channel-Based Anonymous Communications.,0.41567180603040504
Fresh O'Caml: Nominal Abstract Syntax for the Masses.,0.4143892035505147
An Approach to Splitting Atoms Safely: Extended Abstract.,0.4143626117044818
Model Checking Temporal Aspects of Inconsistent Concurrent Systems Based on Paraconsistent Logic.,0.4125321502716116
A Fast Bundle-based Anytime Algorithm for Poker and other Convex Games.,0.4123327897472288
Action Control by Term Rewriting.,0.41224079509435124
Alloy as a Refactoring Checker?,0.4121264881318779
Model-Based Debugging - State of the Art And Future Challenges.,0.4102537915410187
Reactive Concurrent Programming Revisited.,0.40865025204304195
Checking and Correcting Behaviors of Java Programs at Runtime with Java-MOP.,0.4079515108220063
A Library for Self-Adjusting Computation.,0.40758373101971174
Monadic Second-Order Logic and Transitive Closure Logics over Trees.,0.4073482556370794
When Model-based Testing Fails.,0.40607357716124287
Design and Analysis of the Causation and Prediction Challenge.,0.4056216541158982
General Secret Sharing Based on the Chinese Remainder Theorem with Applications in E-Voting.,0.40499589106810097
Interface Automata with Complex Actions.,0.40483684870223074
Developing the Method of Server Controlled Outcomes Management and Variance Analysis.,0.4043191871480378
Investigating Reasoning with Constraint Diagrams.,0.4033153265367496
Refinement Patterns for UML.,0.4019490958693481
Local and global sparse Gaussian process approximations.,0.4018101345353663
A Framework for Engineering Interactions in Java-based Component Systems.,0.4012723027739347
Ellipsoidal Machines.,0.4012342706802437
Large-Scale Parallel Computing on Grids.,0.4009764355809861
Infinite Trace Equivalence.,0.40088398398490244
Policy-based Coordination in PAGODA: A Case Study.,0.4005709437662852
Towards Understanding Situated Natural Language.,0.40008211320202924
Towards a Quantitative Analysis of Security Protocols.,0.39982705464182705
Loop Corrected Belief Propagation.,0.39980519042244117
Bousi~Prolog: a Prolog Extension Language for Flexible Query Answering.,0.39862096088245147
The Axiom System ISigma,0.398576207585244
Learning Multilevel Distributed Representations for High-Dimensional Sequences.,0.3984648490075292
The Second Rewrite Engines Competition.,0.39781400786530635
Compositionality for Tightly Coupled Systems: A New Application of the Propositions-as-Types Interpretation.,0.3977444784820437
Innermost Termination of Rewrite Systems by Labeling.,0.3977095164712496
Maximum Entropy Correlated Equilibria.,0.3973112755187684
Visualizing Similarity Data with a Mixture of Maps.,0.3970625865190618
Model Checking Merged Program Traces.,0.3957057843993582
Properties of General Semantic Operators Determined by Logic-Based Systems.,0.39570262564599956
Tissue P Systems and (Mem)Brane Systems with Mate and Drip Operations Working on Strings.,0.39552315620068235
Static Validation of a Voting Protocol.,0.39454735973415317
Automata Games for Multiple-model Checking.,0.3944105311078135
Online Inference of Topics with Latent Dirichlet Allocation.,0.39422467826338575
Nonlinear Dimensionality Reduction as Information Retrieval.,0.3941634234384876
Memory-Effcient Orthogonal Least Squares Kernel Density Estimation using Enhanced Empirical Cumulative Distribution Functions.,0.39415723236640327
A Behavioural Pseudometric based on lambda-Bisimilarity.,0.3938266063760045
REGO: Rank-based Estimation of Renyi Information using Euclidean Graph Optimization.,0.393502063280608
Learning for Larger Datasets with the Gaussian Process Latent Variable Model.,0.39328729530243844
Covariance Operator Based Dimensionality Reduction with Extension to Semi-Supervised Settings.,0.3932241773195714
Higher-Order Proof Construction Based on First-Order Narrowing.,0.3923590582309512
Solving Markov Random Fields with Spectral Relaxation.,0.3921767186550977
Generalized Non-metric Multidimensional Scaling.,0.3917819019326993
Pattern-Based Verification of Programs with Extended Linear Linked Data Structures.,0.391416174384664
A Simple Criterion for Nodal 3-connectivity in Planar Graphs.,0.3910911626136264
A Framework for Probability Density Estimation.,0.3907035242234179
Learning Nearest-Neighbor Quantizers from Labeled Data by Information Loss Minimization.,0.3904131532394093
Into the Loops: Practical Issues in Translation Validation for Optimizing Compilers.,0.39028458446862363
Multitask Learning for Brain-Computer Interfaces.,0.3892727466221285
Approximate inference using conditional entropy decompositions.,0.38843450867156387
Proof Checking Technology for Satisfiability Modulo Theories.,0.38831361061626984
Large-Margin Classification in Banach Spaces.,0.38785283553069544
General Reversibility.,0.3874883520826428
Fast Low-Rank Semidefinite Programming for Embedding and Clustering.,0.3872930177841681
Visualizing pairwise similarity via semidefinite programming.,0.3862900436080009
Generalized Do-Calculus with Testable Causal Assumptions.,0.385781537209178
A Local Graph-rewriting System for Deciding Equality in Sum-product Theories.,0.385606693789156
Treelets | A Tool for Dimensionality Reduction and Multi-Scale Analysis of Unstructured Data.,0.3853769282471089
Margin based Transductive Graph Cuts using Linear Programming.,0.38425913716846344
The Kernel Path in Kernelized LASSO.,0.3836176742605056
Modular Checkpointing for Atomicity.,0.3824642707896934
Handling Sparsity via the Horseshoe.,0.38236963903681565
Loopy Belief Propagation for Bipartite Maximum Weight b-Matching.,0.37970416473714796
A Learning Algorithm for Deterministic Finite Automata using JFLAP.,0.37843289361287297
A Logic for Reasoning about Generic Judgments.,0.37797992321924473
Hyperbolic Julia Sets are Poly-Time Computable.,0.37739661656461215
Active Sensing.,0.37738921460665176
Tree-Based Inference for Dirichlet Process Mixtures.,0.3773445372030949
How Powerful Can Any Regression Learning Procedure Be?.,0.3760968134142899
An Automata Based Approach for Verifying Information Flow Properties.,0.37580436018271846
Additive Consolidation with Maximal Change.,0.37563753172079073
Importance Sampling for General Hybrid Bayesian Networks.,0.3739328923829189
TILC: The Interactive Lambda-Calculus Tracer.,0.37365491898134023
An Overview of QML With a Concrete Implementation in Haskell.,0.3735075686723729
Multi-object tracking with representations of the symmetric group.,0.37331871456479687
PAC-Bayesian Generalization Bound for Density Estimation with Application to Co-clustering.,0.3727860308132929
Quality assessment of nonlinear dimensionality reduction based on K-ary neighborhoods.,0.3719898914910178
Mothers of Pipelines.,0.3713458731396346
An Abstract Decision Procedure for Satisfiability in the Theory of Recursive Data Types.,0.37023635222840917
Visualization Databases for the Analysis of Large Complex Datasets.,0.3700825760633995
Spatial Calculus of Looping Sequences.,0.36995974226394557
"Design, Analysis and Performance Evaluation of Group Key Establishment in Wireless Sensor Networks.",0.3695276336741713
An Interactive Driver for Goal-directed Proof Strategies.,0.3694656093196982
GeoThms - a Web System for Euclidean Constructive Geometry.,0.3682470941176148
Fast Mean Shift with Accurate and Stable Convergence.,0.36824579199203317
Exact Bayesian structure learning from uncertain interventions.,0.36824121454829084
Multiple Concern Adaptation for Run-time Composition in Context-Aware Systems.,0.3677860592809827
Generalized Darting Monte Carlo.,0.36719589829270033
On the Use of Functional Test Generation in Diagnostic Test Generation for Synchronous Sequential Circuits.,0.36701732461004855
An Operational Domain-theoretic Treatment of Recursive Types.,0.3662093368747892
A Bidirectional Refinement Type System for LF.,0.3661712445566675
Constructive Membership Predicates as Index Types.,0.36571427031758347
Bayesian Online Learning for Multi-label and Multi-variate Performance Measures.,0.3656694128815794
Exact and Portable Profiling for the JVM Using Bytecode Instruction Counting.,0.36528932219595095
CVM - A Verified Framework for Microkernel Programmers.,0.36450520696145716
Space-Efficient Sampling.,0.3637787241394358
Theoretical Aspects of Communication-Centred Programming.,0.3634016914386991
A Hybrid Pareto Model for Conditional Density Estimation of Asymmetric Fat-Tail Data.,0.3630352955706051
Meta-metric Evaluation of E-Commerce-related Metrics.,0.3624116282661507
Towards Test Purpose Generation from CTL Properties for Reactive Systems.,0.36220758008581794
Fisher Consistency of Multicategory Support Vector Machines.,0.36138324037025776
Learning Exercise Policies for American Options.,0.3613412648715941
A Cappable Almost Everywhere Dominating Computably Enumerable Degree.,0.36097673533336955
Learning A* underestimates: Using inference to guide inference.,0.3595390757465127
Modelling Biological Compartments in Bio-PEPA.,0.35918980719273524
Remote Attestation on Legacy Operating Systems With Trusted Platform Modules.,0.35827698423198173
Logistic Model Trees with AUC Split Criterion for the KDD Cup 2009 Small Challenge.,0.35794582078252035
Dynamic Slicing Techniques for Petri Nets.,0.3579354606133319
Testing XML constraint satisfiability.,0.35711639956095664
An Equivalence Based Method for Compositional Verification of the Linear Temporal Logic of Constraint Automata.,0.35708415765217094
Graphical Gaussian modelling of multivariate time series with latent variables.,0.3565732367814997
Multi-Manifold Semi-Supervised Learning.,0.35581048474685445
Flexible Bytecode for Linking in .NET.,0.3550554470225968
Approximating Mutual Information by Maximum Likelihood Density Ratio Estimation.,0.3550022091512458
Interpolant Learning and Reuse in SAT-Based Model Checking.,0.3545446115509769
Xor-Implications and E-Implications: Classes of Fuzzy Implications Based on Fuzzy Xor.,0.35417867918991536
The Block Diagonal Infinite Hidden Markov Model.,0.35417563735128993
j-POST: a Java Toolchain for Property-Oriented Software Testing.,0.35398921254404886
Deconstructing Reo.,0.3532467585858249
Probabilistic Models for Incomplete Multi-dimensional Arrays.,0.35316638027660185
Factorial Mixture of Gaussians and the Marginal Independence Model.,0.3531558527334392
On Computable Compact Operators on Banach Spaces.,0.35251646494851896
Design of Architectures for Proximity-aware Services: Experiments in Context-based Authentication with Subjective Logic.,0.35240019134370987
Causal Inference.,0.3501391482703225
A True-Concurrent Interpretation of Behavioural Scenarios.,0.34997930156153445
Continuous Neural Networks.,0.3498313185009122
A Nonparametric Bayesian Approach to Modeling Overlapping Clusters.,0.3497163308674765
A Stochastic Quasi-Newton Method for Online Convex Optimization.,0.34966993053400536
Partial orientation and local structural learning of causal networks for prediction.,0.349214829687608
The Difficulty of Training Deep Architectures and the Effect of Unsupervised Pre-Training.,0.3477679344012012
A Logical Approach to Hamiltonian Graphs.,0.34772007860282106
Online Learning of Search Heuristics.,0.3471575065241918
Kernel Partial Least Squares is Universally Consistent.,0.3470298309922992
Sleeping Experts and Bandits with Stochastic Action Availability and Adversarial Rewards.,0.34700285943319875
Maximum-likelihood learning of cumulative distribution functions on graphs.,0.34660453017359194
Keyword Optimization in Sponsored Search via Feature Selection.,0.3464668155558905
Visual Specification of Metrics for Domain Specific Visual Languages.,0.3454055683567537
Experiments in Theorem Proving for Topological Hybrid Logic.,0.3453602633104908
An Effective Tietze-Urysohn Theorem for QCB-Spaces: (Extended Abstract).,0.3451613203186545
O-IPCAC and its Application to EEG Classification.,0.3448023537903398
Formal Modelling of PKI Based Authentication.,0.34415623634847037
Particle Belief Propagation.,0.34410627589275805
Variable Metric Stochastic Approximation Theory.,0.3433661843387882
A Unified Energy-Based Framework for Unsupervised Learning.,0.3433638614512942
Residual Splash for Optimally Parallelizing Belief Propagation.,0.3432614615648576
A Hierarchical Nonparametric Bayesian Approach to Statistical Language Model Domain Adaptation.,0.3432156619413024
Inferring Static Non-monotone Size-aware Types Through Testing.,0.34287305648117417
Estimation Consistency of the Group Lasso and its Applications.,0.3422754373999064
MDL Histogram Density Estimation.,0.3422059290257076
A Regularization Approach to Nonlinear Variable Selection.,0.34202521528771934
Varieties and Covarieties of Languages (Extended Abstract).,0.3418004671082848
Generating Multi-Threaded code from Polychronous Specifications.,0.34145306679087445
Unsupervised feature selection applied to SPOT5 satellite images indexing.,0.3409836080440276
Adaptive Latency Insensitive Protocols and Elastic Circuits with Early Evaluation: A Comparative Analysis.,0.34085762481960186
A fast algorithm for learning large scale preference relations.,0.3402982150935008
Modal Logic Characterization of Markovian Testing and Trace Equivalences.,0.3401363397385022
Bounded Model Checking with Parametric Data Structures.,0.34010915955215193
Lanczos Approximations for the Speedup of Kernel Partial Least Squares Regression.,0.3395961523607998
Tree Block Coordinate Descent for MAP in Graphical Models.,0.3394399938392972
Kick-Start Activation to Novice Programming - A Visualization-Based Approach.,0.33921021778990307
A New Perspective for Information Theoretic Feature Selection.,0.33909723746277437
Game Semantics for Quantum Stores.,0.3384628486197549
Unifying Architectural and Behavioural Specifications of Distributed Components.,0.3376937440771058
Specification and Runtime Verification of Java Card Programs.,0.3374362088178043
The Importance of Being Formal.,0.3373342511319199
Model-based Engineering of Embedded Systems Using the Hybrid Process Algebra Chi.,0.33720310826001104
Deep Boltzmann Machines.,0.3370312316138732
A Comparative Study of Industrial Static Analysis Tools.,0.33701572925124523
Deterministic Annealing for Multiple-Instance Learning.,0.33693065334645406
Choosing a Variable to Clamp.,0.3368656184065002
Narrowing and Rewriting Logic: from Foundations to Applications.,0.33660712604284587
Nonnegative Garrote Component Selection in Functional ANOVA models.,0.3365711873236271
Methods for Proving Termination of Rewriting-based Programming Languages by Transformation.,0.33649328232130254
Formal Model Merging Applied to Class Diagram Integration.,0.3355025545557936
Fast search for Dirichlet process mixture models.,0.33539181709358173
(Approximate) Subgradient Methods for Structured Prediction.,0.3351493441129502
Approximate Counting of Graphical Models Via MCMC.,0.33511800913813533
Reachability in Petri Nets with Inhibitor Arcs.,0.3349035309996247
Parallelizable Sampling of Markov Random Fields.,0.33444108356621827
Gap Between Theory and Practice: Noise Sensitive Word Alignment in Machine Translation.,0.333936430157269
Preface.,0.3338638951183111
The Usability of Ambiguity Detection Methods for Context-Free Grammars.,0.3337727279623535
The Feature Selection Path in Kernel Methods.,0.33347025234609706
Animation and Interactive Programming: A Practical Approach.,0.3334109887634044
Using Matrix Graph Grammars for the Analysis of Behavioural Specifications: Sequential and Parallel Independence.,0.33339227597736104
Learning Low Density Separators.,0.33295172260309897
Causality: Objectives and Assessment.,0.33283186641822105
Multi-Source Feature Selection via Geometry-Dependent Covariance Analysis.,0.33281786183169537
Statistical and Computational Tradeoffs in Stochastic Composite Likelihood.,0.33255428869269205
Generating Functional Implementations of Finite State Automata in C# 3.0.,0.33247908336505566
The Use of Bernoulli Mixture Models for Identifying Corners of a Hypercube and Extracting Boolean Rules From Data.,0.33242410001567224
Classification of Imbalanced Marketing Data with Balanced Random Sets.,0.33174116771228557
"Call-by-value, call-by-name, and strong normalization for the classical sequent calculus.",0.3315412056138792
Model Checking Quantitative Linear Time Logic.,0.3314633647999717
TIED: An Artificially Simulated Dataset with Multiple Markov Boundaries.,0.3313737916271048
Convex envelopes of complexity controlling penalties: the case against premature envelopment.,0.3308649636553404
A Unified Algorithmic Approach for Efficient Online Label Ranking.,0.3306284157429698
Approximate parameter inference in a stochastic reaction-diffusion model.,0.3306112642534637
Optimizing Costly Functions with Simple Constraints: A Limited-Memory Projected Quasi-Newton Algorithm.,0.33057124593028137
Analogical Reasoning with Relational Bayesian Sets.,0.33056050732925696
SVM versus Least Squares SVM.,0.330496760918791
On Partitioning Rules for Bipartite Ranking.,0.3303673835399624
"General Refinement, Part Two: Flexible Refinement.",0.33009689229781247
Nonlinear functional regression: a functional RKHS approach.,0.3298714245680659
Refined Bounds on Kolmogorov Complexity for omega-Languages.,0.3296056137958492
Semi-Supervised Affinity Propagation with Instance-Level Constraints.,0.32925368311270353
Hash Kernels.,0.32856894542336074
Sampling Techniques for the Nystrom Method.,0.328378482902084
Tempered Markov Chain Monte Carlo for training of Restricted Boltzmann Machines.,0.3283186319900448
Learning a Parametric Embedding by Preserving Local Structure.,0.3278294996292547
Learning the Switching Rate by Discretising Bernoulli Sources Online.,0.32768486866946694
Simple ensemble methods are competitive with state-of-the-art data integration methods for gene function prediction.,0.32767405257429993
Facial Expression Detection using Filtered Local Binary Pattern Features with ECOC Classifiers and Platt Scaling.,0.3276403371914413
Ultra-high Dimensional Multiple Output Learning With Simultaneous Orthogonal Matching Pursuit: Screening Approach.,0.32753870295075893
Hidden Topic Markov Models.,0.32674051327290476
Adaptive Bandits: Towards the best history-dependent strategy.,0.32648700571565237
Latent Variable Models for Dimensionality Reduction.,0.3264439478949846
A generalization of the Multiple-try Metropolis algorithm for Bayesian estimation and model selection.,0.3262921633227525
Towards a Hybrid Dynamic Logic for Hybrid Dynamic Systems.,0.3259339675576924
Modelling Parallel Quantum Computing Using Transactional Memory.,0.3256918909526075
Transductive Classification via Local Learning Regularization.,0.32555430899496696
Java Test Driver Generation from Object-Oriented Interaction Traces.,0.32553742450195944
Extensionality of Spatial Observations in Distributed Systems.,0.32474830516542436
Beyond Semilinearity: Distributional Learning of Parallel Multiple Context-free Grammars.,0.3246073777624307
Active Learning as Non-Convex Optimization.,0.32384536827156407
Integrating Component Tests to System Tests.,0.32371164917032264
Unsupervised Variable Selection: when random rankings sound as irrelevancy.,0.32371140212557975
Global Coordination Policies for Services.,0.32342708299161854
Tight Bounds on Proper Equivalence Query Learning of DNF.,0.3231474044544314
Reduced-Rank Hidden Markov Models.,0.3229151479978356
Latent Wishart Processes for Relational Kernel Learning.,0.32261240800822105
On Refinement-Closed Security Properties and Nondeterministic Compositions.,0.32208648868009554
Labelled Transitions for Mobile Ambients (As Synthesized via a Graphical Encoding).,0.3219581756925319
Relative Novelty Detection.,0.3219004428351883
An Evolutionary Trust and Distrust Model.,0.3218608317575858
Model Checking Biological Oscillators.,0.3217582248016684
Reducing Label Complexity by Learning From Bags.,0.32170885211337047
More Relational Concurrent Refinement: Traces and Partial Relations.,0.3215708407372351
Error Analysis and Verification of an IEEE 802.11 OFDM Modem using Theorem Proving.,0.3213480744674375
Multi-label Classification with Error-correcting Codes.,0.32126156852389165
Tighter and Convex Maximum Margin Clustering.,0.32114726932602944
Predictive Discretization during Model Selection.,0.3210883959263677
Distilled sensing: selective sampling for sparse signal recovery.,0.32081583989475904
An Improvement of Software Architecture Verification.,0.32017212426782266
Credo Methodology: Modeling and Analyzing A Peer-to-Peer System in Credo.,0.32002837589301447
Automating Quantitative Narrative Analysis of News Data.,0.3198757492619207
Computability and Representations of the Zero Set.,0.3194982065238552
Recall Systems: Effcient Learning and Use of Category Indices.,0.319487483819565
Fast Committee-Based Structure Learning.,0.3189946382994837
Interactive Programming of Reactive Systems.,0.31870084662737586
Exploiting tree-based variable importances to selectively identify relevant variables.,0.3186077672245823
Inductive Principles for Restricted Boltzmann Machine Learning.,0.3184073102047324
Case Analysis of Higher-Order Data.,0.31819662589688175
Unsupervised Supervised Learning II: Margin-Based Classification without Labels.,0.3178175385833336
On the Convergence Properties of Contrastive Divergence.,0.31774910497732145
Markov Topic Models.,0.3173625535046893
Baseline Methods for Active Learning.,0.3173305926821658
Learning equivalence classes of acyclic models with latent and selection variables from multiple datasets with overlapping variables.,0.3171423904958798
Generalized Optimal Reverse Prediction.,0.3161933010475433
Efficient graphlet kernels for large graph comparison.,0.31614826454842315
Transferring Knowledge by Prior Feature Sampling.,0.31601652389649443
Variational Inference for the Indian Buffet Process.,0.31509054008977355
Analysis of the KDD Cup 2009: Fast Scoring on a Large Orange Customer Database.,0.31503987561084185
Nonlinear acyclic causal models.,0.3150215297821105
Efficient large margin semisupervised learning.,0.3148964354194536
Learning Bayesian Network Structure using LP Relaxations.,0.314808874041256
Sequential Monte Carlo Samplers for Dirichlet Process Mixtures.,0.314728405678807
Algebraic Specialization of Generic Functions for Recursive Types.,0.31374963439699644
Network Completion and Survey Sampling.,0.3136613374395466
Relational Analysis and Precision via Probabilistic Abstract Interpretation.,0.31338580738626376
Inverse Optimal Heuristic Control for Imitation Learning.,0.31329434952400637
Towards Merging PlatOmega and PGIP.,0.3130887470805538
Bayesian Algorithms for Causal Data Mining.,0.3130768858677563
Variant Narrowing and Equational Unification.,0.31262431844430455
Winning the KDD Cup Orange Challenge with Ensemble Selection.,0.31248593046961126
Distinguishing between cause and effect.,0.31224572905673204
Deep Learning using Robust Interdependent Codes.,0.31197802196679164
Multiclass-Multilabel Classification with More Classes than Examples.,0.31193967490270086
Learning to Rank for Personalized News Article Retrieval.,0.3111930659041788
Best Agglomerative Ranked Subset for Feature Selection.,0.3106425932257228
The Rademacher Complexity of Co-Regularized Kernel Classes.,0.31049156860209665
A Strategy for Making Predictions Under Manipulation.,0.31003207493936036
"Extensions of Standard Weak Bisimulation Machinery: Finite-state General Processes, Refinable Actions, Maximal-progress and Time.",0.30973208250527073
Integrating Textual and Graphical Modelling Languages.,0.30942641298628804
Unsupervised Aggregation for Classification Problems with Large Numbers of Categories.,0.3092289909314127
Variational Bridge Regression.,0.3091976006992892
Infinite Hierarchical Hidden Markov Models.,0.3090731704837095
Reasoning in Abella about Structural Operational Semantics Specifications.,0.3089648586843634
Towards Seamless Merging of Hypertext and Algorithm Animation.,0.3089350499457778
On Combining Graph-based Variance Reduction schemes.,0.3088674040990915
Dynamic Factorization Tests: Applications to Multi-modal Data Association.,0.3087914914125474
A Combination of Boosting and Bagging for KDD Cup 2009 - Fast Scoring on a Large Database.,0.30871889131024666
Sparse Probabilistic Principal Component Analysis.,0.3083354680182298
Exact and Approximate Sampling by Systematic Stochastic Search.,0.308174027760253
